Country,Year,Artificial surfaces (including urban and associated areas): Climate altering,Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating
Iran,2007,300.5114,99.79508358,7166.719,23696.3939,6327.9885,1.1703,0.0,6808.1763,76.9618,12313.7252,106101.0284,3051.0371,2359.9468
Iran,2008,313.7879,99.60065854,7173.3887,23636.3892,6298.6454,1.1703,0.0,6811.602,80.372,11951.1935,106395.2326,3052.9615,2489.0813
Iran,2009,329.2965,99.91793477,7189.4736,23697.0506,6281.7107,1.1703,0.0,6815.8767,81.333,11757.6941,106498.61,3049.2072,2501.5414
Iran,2010,343.2357,99.94002344,7205.2338,23688.5337,6282.0129,1.1703,0.0,6821.8581,81.3718,11660.2866,106492.6333,3053.2189,2574.1848
Iran,2011,356.1169,99.8353495,7222.8971,23650.4268,6280.6179,1.1703,0.0,6822.9587,81.3485,11653.877,106433.0985,3055.6719,2645.1667
Iran,2012,372.7009,99.92065275,7246.3245,23654.4502,6279.5173,1.1703,0.0,6824.7122,81.5656,11582.2707,106378.7187,3060.0757,2722.5111
Iran,2013,395.5453,99.49916778,7250.0931,23530.1799,6277.6339,1.1703,0.0,6825.2292,82.1313,11547.6263,106360.5405,3065.5669,2867.7757
Iran,2014,431.1605,99.96392484,7266.3303,23606.3784,6278.533,1.1703,0.0,6828.7657,82.2941,11444.6386,106312.0677,3075.4936,2877.0625
Iran,2015,449.7034,100.0,7267.7965,23596.4164,6278.502,1.1703,0.0,6828.391,82.2864,11444.1038,106300.0522,3078.9681,2875.8484
Iran,2016,449.7266,99.90600458,7265.3581,23573.8151,6280.6489,1.1703,0.0,6831.4609,82.2786,11488.9245,106265.2849,3091.6459,2873.0938
Iran,2017,472.4606,100.0631018,7263.719,23588.8798,6284.0746,1.1703,0.0,6832.36,82.2786,11499.1318,106240.0989,3096.3837,2843.0102
Iran,2018,482.5924,100.2159898,7297.0374,23615.496,6292.507,1.1703,0.0,6832.0531,82.2786,11581.7205,106105.3006,3098.7217,2814.5803
Iran,2019,518.225,100.2166701,7348.2917,23579.9979,6299.7924,1.1703,0.0,6831.4109,82.2786,11717.9885,105866.8282,3107.1739,2850.0975
Iran,2020,518.2482,100.2810687,7375.9743,23595.6621,6306.9848,1.1548,0.0,6832.8517,82.4491,11777.1367,105752.8129,3109.3987,2851.9909
Italy,1992,496.6885,99.13485365,3263.2947,10846.3305,390.4668,0.0,42.3096,1303.6798,31.7148,238.7133,901.6544,9098.0623,3568.7526
Italy,1993,509.8429,99.0757517,3264.5709,10826.4138,390.2576,0.0,42.3096,1303.4617,31.707,238.5506,890.8426,9100.2313,3583.4797
Italy,1994,525.026,98.68438578,3266.0252,10766.4505,389.8933,0.0,42.3096,1303.2652,31.6915,238.3801,878.4109,9102.7087,3637.5065
Italy,1995,540.4532,100.0853979,3265.6749,10911.3272,391.3581,0.0,42.3096,1289.2272,31.8698,237.1865,866.6147,9121.3458,3484.3004
Italy,1996,555.8456,100.0670863,3273.5203,10893.8397,397.202,0.0,42.3096,1288.0674,31.831,239.8372,859.5153,9103.5249,3496.1747
Italy,1997,572.4412,99.59483918,3288.7282,10823.2095,397.3647,0.0,42.3096,1289.7318,31.8155,240.9145,848.812,9077.9469,3568.3937
Italy,1998,590.554,99.32353052,3325.8194,10774.0535,397.5352,0.0,42.3096,1296.8494,31.645,242.6583,837.8141,9010.1151,3632.3139
Italy,1999,609.2829,100.0782363,3379.3908,10841.6781,415.5007,0.0,42.3096,1337.9154,31.3195,245.433,830.3117,8798.2616,3650.2642
Italy,2000,626.9074,100.7299458,3400.8363,10898.6223,415.927,0.0,42.3096,1351.4899,31.2575,246.3243,820.2594,8742.281,3605.4529
Italy,2001,657.5061,100.7658157,3409.8124,10872.1278,414.9659,0.0,42.3096,1355.8186,31.3118,246.5568,797.7133,8705.6002,3647.945
Italy,2002,698.7713,102.6121082,3417.7481,11042.1156,414.7257,0.0,42.3096,1355.662,31.3893,246.518,771.2224,8687.4762,3473.7294
Italy,2003,734.4388,102.0968491,3414.9413,10947.4921,414.3614,0.0,42.3096,1362.7339,31.3583,246.7428,754.8147,8683.7211,3548.7536
Italy,2004,769.868,102.6423739,3420.0124,10974.4819,414.2917,0.0,42.3096,1372.5262,31.3273,246.549,739.7711,8663.2076,3507.3228
Italy,2005,802.879,102.2187007,3419.7229,10892.9941,413.9971,0.0,42.3096,1367.8786,31.2962,246.4948,715.6905,8672.4783,3575.9263
Italy,2006,824.4911,101.1282529,3417.4051,10746.6129,413.7181,0.0,42.3096,1363.0652,31.366,246.4483,702.6388,8685.623,3707.9894
Italy,2007,852.1427,100.6827058,3415.8488,10667.9818,413.3461,0.0,42.3096,1360.2456,31.4358,246.3863,688.7035,8698.0098,3765.2576
Italy,2008,871.2262,101.686038,3414.1821,10763.6997,412.5711,0.0,42.3096,1357.3683,31.6218,246.0298,680.0385,8711.7482,3650.8724
Italy,2009,886.5081,99.6613345,3413.1653,10516.751,412.4936,0.0,42.3096,1356.184,31.521,245.9755,672.8229,8719.6234,3884.3132
Italy,2010,899.9357,99.88659717,3418.0259,10529.0979,412.168,0.0,42.3096,1357.631,31.5365,246.0918,667.5216,8708.1078,3869.2416
Italy,2011,912.7356,99.42762325,3419.6721,10463.7822,412.4393,0.0,42.3096,1357.7139,31.4978,246.0918,663.2356,8707.337,3924.8526
Italy,2012,926.884,101.6893953,3422.7956,10708.426,412.5401,0.0,42.3096,1358.5506,31.4435,246.208,658.3761,8700.3527,3673.7814
Italy,2013,944.2644,102.5898128,3424.5968,10794.0715,412.0828,0.0,42.3096,1358.4134,31.428,246.3243,653.3228,8701.6006,3573.2535
Italy,2014,966.2601,100.9735533,3431.4939,10587.1432,413.3616,0.0,42.3096,1364.1398,31.3893,246.3708,648.1377,8685.4502,3765.6114
Italy,2015,982.0477,100.0,3432.5917,10459.9615,413.1368,0.0,42.3096,1363.9224,31.3273,246.3708,644.5493,8687.928,3877.5224
Italy,2016,982.1756,100.2045966,3429.8907,10483.2436,413.2144,0.0,42.3096,1363.524,31.3583,245.9057,643.968,8707.8048,3838.2729
Italy,2017,989.6451,100.0764626,3430.9502,10461.113,413.3074,0.0,42.3096,1363.6608,31.3428,245.6112,639.062,8710.2353,3854.4302
Italy,2018,994.1558,100.3827987,3430.5413,10491.6533,413.5399,0.0,42.3096,1367.2427,31.3118,245.5105,635.241,8727.0739,3803.0878
Italy,2019,994.3651,101.1581512,3436.2988,10580.1599,414.2529,0.0,42.3096,1372.7742,31.3118,245.5647,635.6208,8733.7319,3695.2779
Italy,2020,994.0047,101.1425675,3436.0236,10578.5886,414.9349,0.0,42.2786,1374.4483,31.3815,245.7817,635.7293,8733.3797,3694.7291
Japan,1992,900.5926,92.50201079,1279.5868,6979.9665,954.5279,2.8444,0.0,868.0276,70.6607,7.6884,4.0147,25696.4838,667.7906
Japan,1993,925.9598,92.64087269,1281.0246,6966.4233,954.0861,2.8444,0.0,867.8838,70.6607,7.4094,4.007,25699.079,652.7769
Japan,1994,948.7402,92.84722253,1282.3898,6961.2336,953.6831,2.8444,0.0,867.7935,70.6607,7.2777,3.9915,25701.7041,631.8888
Japan,1995,970.3523,94.31711344,1285.7372,7064.8273,953.8691,2.8444,0.0,863.8548,71.2497,7.2312,3.9992,25585.5932,622.5593
Japan,1996,989.4533,94.5630747,1286.9226,7066.6676,956.2795,2.8444,0.0,863.8021,71.273,7.2157,3.9605,25581.6976,601.9413
Japan,1997,1005.4734,95.12419255,1291.7066,7098.4626,956.1865,2.8444,0.0,865.697,71.4125,7.2157,3.9605,25538.7793,590.3733
Japan,1998,1020.6914,95.56490598,1297.6395,7120.8101,956.481,2.8444,0.0,868.679,72.7998,7.2079,3.9527,25500.1264,580.9702
Japan,1999,1034.9212,98.38905885,1328.1902,7347.1611,956.946,2.8444,0.0,883.4998,74.7607,7.5644,3.9915,25199.9646,592.2761
Japan,2000,1048.8894,98.81773872,1340.7455,7369.7077,956.7987,2.8444,0.0,892.4721,75.5047,7.5644,3.9837,25147.1696,586.4139
Japan,2001,1060.236,98.9801438,1334.0515,7372.1949,956.7987,2.8444,0.0,884.2865,75.5047,7.5179,3.9682,25155.7229,578.9595
Japan,2002,1069.9376,99.15410771,1335.7283,7377.3341,956.7522,2.8444,0.0,884.9104,75.528,7.4947,3.9682,25143.3836,574.2935
Japan,2003,1077.3606,99.29511608,1334.3262,7381.9095,956.5972,2.8444,0.0,882.3365,75.869,7.5334,3.9682,25140.2349,569.1306
Japan,2004,1083.3187,99.79668041,1341.5806,7418.689,956.4887,2.8599,0.0,886.4531,76.5588,7.6109,4.0225,25087.0216,567.5407
Japan,2005,1140.8948,99.77806438,1343.4911,7359.5479,955.8144,2.8599,0.0,884.9844,76.4968,7.2854,3.8675,25096.5887,560.4059
Japan,2006,1173.7663,99.79289668,1344.2518,7327.9285,955.4502,2.8599,0.0,883.6959,76.7448,7.2079,3.759,25103.0886,553.4332
Japan,2007,1264.3592,99.76895909,1349.2311,7235.2797,954.6829,2.8599,0.0,882.4558,76.8998,6.7429,3.666,25114.0425,541.8933
Japan,2008,1319.1276,99.72923918,1350.7521,7177.1248,953.9698,2.8909,0.0,880.6441,77.1866,6.4716,3.5885,25127.2257,533.1198
Japan,2009,1401.2745,99.68269033,1353.7279,7091.0177,953.1715,2.8909,0.0,878.1559,77.8686,6.0453,3.5264,25144.2627,520.1841
Japan,2010,1487.4438,99.75435801,1361.5364,7010.956,951.7997,2.8909,0.0,878.9875,78.1864,5.185,3.4102,25142.5354,509.203
Japan,2011,1546.7637,99.79308105,1365.9674,6954.9439,950.4666,2.8909,0.0,879.1471,78.6746,4.9913,3.3714,25143.0364,501.92
Japan,2012,1600.7939,99.84618224,1370.2588,6905.44,949.1956,2.9374,0.0,879.5385,79.1939,4.8208,3.3327,25143.8914,492.781
Japan,2013,1675.291,99.924782,1375.4822,6837.6351,945.5606,2.9374,0.0,879.7339,79.7132,4.1155,3.1854,25144.4889,484.0233
Japan,2014,1743.6382,99.99203799,1383.6209,6775.0084,945.1963,2.9684,0.0,883.0375,80.3642,4.069,3.1079,25136.1263,474.9887
Japan,2015,1791.0825,100.0,1386.3467,6728.2293,944.6771,2.9684,0.0,882.4477,80.3565,4.0457,3.0847,25143.2137,465.6159
Japan,2016,1793.3204,100.1225235,1392.3836,6736.4531,944.8476,2.9684,0.0,887.2223,80.2092,4.0767,3.0847,25125.5209,462.0846
Japan,2017,1799.5576,100.2099844,1395.3996,6737.67,944.8786,2.9684,0.0,889.487,80.1317,3.7977,3.1389,25116.9094,458.2458
Japan,2018,1802.2664,100.4406234,1403.4368,6754.5988,944.9173,2.9607,0.0,895.6071,80.3797,3.759,3.1622,25087.6965,453.3507
Japan,2019,1808.8291,100.5267038,1405.4097,6755.3735,944.9173,2.9607,0.0,897.2142,80.2092,3.6815,3.1777,25083.1882,447.1913
Japan,2020,1808.4803,100.5215841,1404.2452,6755.0849,946.2039,2.9762,0.0,896.6337,80.248,3.697,3.1699,25083.3615,447.1722
Korea,1992,107.4501,87.18642771,294.0673,3142.6006,258.7327,0.0,0.0,124.6122,5.7973,62.3367,46.6809,5602.9134,284.7878
Korea,1993,110.5192,86.84148066,293.791,3126.6729,258.6242,0.0,0.0,124.2747,5.7973,61.9647,44.9913,5603.1831,300.1606
Korea,1994,113.4024,86.45490389,293.5085,3109.3793,258.5622,0.0,0.0,123.9283,5.7973,61.5307,43.5729,5603.461,316.8365
Korea,1995,116.5065,87.6344615,297.4562,3150.2456,258.5235,0.0,0.0,125.035,5.8438,59.7326,41.7128,5518.0248,356.8983
Korea,1996,119.5059,87.59686194,297.3202,3145.8446,258.4769,0.0,0.0,124.699,5.8748,61.0037,40.9688,5515.7299,360.5553
Korea,1997,122.0519,87.57383435,297.6992,3142.4402,258.4769,0.0,0.0,124.8103,5.8671,60.9417,40.1782,5508.8882,368.6254
Korea,1998,124.098,88.04538305,299.2597,3157.972,258.5545,0.0,0.0,126.2673,5.8826,60.6704,39.2404,5484.5503,373.4838
Korea,1999,126.1325,92.12626204,312.8377,3308.0606,258.9652,0.0,0.0,137.1335,5.9368,60.8099,38.2949,5292.3954,389.4127
Korea,2000,128.1786,92.57041939,314.1022,3322.5714,259.066,0.0,0.0,137.931,5.9291,61.2207,37.6904,5276.4946,386.7953
Korea,2001,128.1786,93.49282947,318.2467,3356.956,259.004,0.0,0.0,141.9329,5.9988,62.5072,38.2484,5221.3983,397.5081
Korea,2002,128.1786,94.60118048,320.461,3398.2721,258.9807,0.0,0.0,143.1141,6.0143,62.174,38.0779,5191.0306,383.6759
Korea,2003,128.1786,96.00656544,325.2756,3450.6606,258.5932,0.0,0.0,146.6521,6.1383,61.5229,38.1476,5125.8568,388.9533
Korea,2004,128.1786,97.3344145,330.0014,3500.1589,258.4149,0.0,0.0,149.974,6.4096,61.2517,38.1244,5069.9707,387.4949
Korea,2005,128.3704,97.62053711,330.7835,3510.6329,258.3374,0.0,0.0,150.6998,6.4406,61.6392,38.2406,5058.0882,386.7465
Korea,2006,130.5619,97.76820715,330.8218,3513.9461,257.3299,0.0,0.0,150.8494,6.5956,61.5849,38.2561,5047.1833,392.8501
Korea,2007,133.9391,97.86231507,331.779,3514.077,257.0044,0.0,0.0,151.8213,6.6809,61.988,38.0236,5027.5875,407.0784
Korea,2008,140.1472,97.55339388,332.4145,3496.3532,255.493,0.0,0.0,151.9038,7.0064,62.6933,37.3571,5013.1969,433.4137
Korea,2009,147.1865,97.56184314,334.1595,3489.6289,255.245,0.0,0.0,152.5398,7.3087,65.3982,35.6675,4986.1944,456.6507
Korea,2010,157.1439,97.23006507,333.65,3467.3038,254.9195,0.0,0.0,151.65,7.3707,63.2745,33.4431,4982.6575,478.5662
Korea,2011,167.3803,98.50612814,339.6085,3504.6352,254.6715,0.0,0.0,153.9097,7.4869,63.7473,31.6295,4912.3044,494.6058
Korea,2012,178.6397,99.41905673,340.8815,3527.4071,254.0205,0.0,0.0,153.9686,7.6962,61.0192,29.4516,4895.3581,481.5367
Korea,2013,208.6514,99.59571514,341.3488,3503.9807,252.9044,0.0,0.0,152.1999,7.6652,53.075,21.6082,4884.4296,504.116
Korea,2014,230.7517,99.99875962,342.625,3496.9047,253.0671,0.0,0.0,152.7614,7.9597,47.0374,18.9266,4870.5726,509.373
Korea,2015,241.5694,100.0,342.7536,3486.1332,252.9896,0.0,0.0,152.2197,7.9442,45.123,18.446,4872.1991,510.6013
Korea,2016,241.7263,98.99140659,342.3494,3448.3789,252.9896,0.0,0.0,151.9627,7.9209,45.8051,18.4848,4879.2012,541.1601
Korea,2017,247.8937,98.83187938,342.1874,3436.2648,252.9896,0.0,0.0,151.5934,7.9287,44.2705,17.361,4878.3885,551.1014
Korea,2018,257.1129,98.8162726,342.1944,3426.4639,252.9896,0.0,0.0,151.5117,7.9907,41.2556,16.3922,4880.4474,553.6208
Korea,2019,273.2493,99.19894361,341.45,3424.5923,253.4314,0.0,0.0,150.4696,8.0217,38.4189,14.9971,4880.5273,544.8215
Korea,2020,273.2609,98.88803855,340.0805,3413.0141,253.6252,0.0,0.0,149.2547,7.9829,38.2329,14.9816,4896.6288,542.9795
Malaysia,1992,113.757,109.8329374,1513.1279,859.9145,462.4064,598.0389,0.0,1186.1953,0.0,7.8589,0.0,23256.9913,5197.5405
Malaysia,1993,116.7913,107.7408175,1513.3264,838.3342,462.3676,597.9769,0.0,1186.179,0.0,7.8589,0.0,23257.4714,5215.549
Malaysia,1994,120.0,107.9183965,1513.5426,836.7007,462.2823,597.8684,0.0,1186.1534,0.0,7.8589,0.0,23257.7697,5213.7119
Malaysia,1995,123.6272,105.3437322,1523.2663,810.2477,455.6325,619.6316,0.0,1199.5342,0.0,8.2852,0.0,23254.2042,5201.4127
Malaysia,1996,127.359,104.0151238,1517.2783,794.7375,457.9344,625.1965,0.0,1197.5454,0.0,8.3705,0.0,23314.6685,5152.7424
Malaysia,1997,131.3001,103.942313,1521.2388,790.1504,458.7171,629.5134,0.0,1202.4704,0.0,8.4247,0.0,23310.5079,5143.4906
Malaysia,1998,135.7004,103.0936875,1528.2583,778.2289,458.5234,633.3267,0.0,1210.2398,0.0,8.479,0.0,23296.1556,5146.9696
Malaysia,1999,139.8159,103.7357541,1539.0787,779.8032,456.6323,638.6357,0.0,1221.8295,0.0,8.479,0.0,23268.2607,5143.2693
Malaysia,2000,144.0941,103.525064,1549.2492,773.6592,456.1285,639.4727,0.0,1232.0186,0.0,8.5332,0.0,23240.6325,5152.0876
Malaysia,2001,158.0507,105.502102,1556.4226,777.2278,456.888,641.9374,0.0,1239.2176,0.0,8.6727,0.0,23230.5445,5126.8678
Malaysia,2002,168.2929,114.1651184,1563.0562,843.7847,455.4697,643.5185,0.0,1246.0794,0.0,8.882,0.0,23221.5218,5045.2654
Malaysia,2003,177.3086,111.4198951,1563.0965,810.4319,454.5784,645.0996,0.0,1247.7225,0.0,9.006,0.0,23248.2452,5040.3616
Malaysia,2004,184.0689,111.7891543,1571.6305,806.9452,453.2298,647.2387,0.0,1257.5655,0.0,10.3003,0.0,23235.8513,5029.0237
Malaysia,2005,194.6541,113.5339205,1586.4083,811.8274,452.7803,648.4167,0.0,1271.3365,0.0,11.4629,0.0,23173.9592,5045.0084
Malaysia,2006,201.8562,109.1891613,1593.0837,766.1097,451.9278,650.1373,0.0,1279.3621,0.0,12.2767,0.0,23163.5647,5077.5636
Malaysia,2007,208.8432,103.9567014,1612.7481,712.7362,449.7499,651.9664,0.0,1298.8734,0.0,13.23,0.0,23082.2731,5165.4416
Malaysia,2008,215.2315,108.8262878,1633.1108,749.5169,446.2932,653.7878,0.0,1326.1538,0.0,14.284,0.0,22995.0818,5162.4009
Malaysia,2009,221.4105,106.4497536,1647.3821,722.2687,446.1227,655.2526,0.0,1348.3778,0.0,15.7334,0.0,22933.8094,5205.463
Malaysia,2010,227.5256,107.0484176,1671.8289,721.4618,446.0374,654.8496,0.0,1375.3357,0.0,16.9657,0.0,22803.6871,5278.1645
Malaysia,2011,234.0185,107.4912089,1682.2815,718.8927,482.6195,655.7952,0.0,1384.3913,0.0,18.167,0.0,22720.9589,5298.6774
Malaysia,2012,243.5922,106.1050411,1698.7485,697.0311,498.3839,655.7409,0.0,1398.2479,0.0,18.9576,0.0,22626.711,5358.4065
Malaysia,2013,263.0187,100.2203815,1708.1936,625.4364,499.0039,655.7332,0.0,1405.8143,0.0,19.8489,0.0,22586.7169,5432.0322
Malaysia,2014,274.6444,101.7930269,1737.2058,627.7528,514.187,662.4063,0.0,1433.7151,0.0,22.3988,0.0,22457.9999,5465.5092
Malaysia,2015,280.1665,100.0,1737.5375,606.3357,514.1637,662.259,0.0,1433.655,0.0,22.36,0.0,22458.9144,5480.4357
Malaysia,2016,293.9894,102.5043612,1765.8076,614.7133,520.7904,661.4375,0.0,1457.159,0.0,24.5766,0.0,22305.5585,5551.769
Malaysia,2017,303.0691,103.9487639,1778.2815,618.44,520.8369,661.484,0.0,1467.0846,0.0,25.9252,0.0,22235.3162,5585.4268
Malaysia,2018,307.5624,105.1856852,1791.0999,624.9123,520.7904,660.6702,0.0,1476.4971,0.0,26.739,0.0,22143.7205,5643.8815
Malaysia,2019,309.4225,106.0716411,1810.8155,630.9063,522.2552,659.5619,0.0,1494.1901,0.0,28.2891,0.0,22042.4195,5698.0157
Malaysia,2020,314.1483,106.834,1817.9358,632.9495,522.6815,657.1825,0.0,1500.063,0.0,28.6068,0.0,22006.2132,5716.4689
Mexico,1992,553.0729,96.08820473,17509.2105,24210.1869,1708.4125,714.5667,0.0,72138.2703,144.8013,60.9494,2781.3747,73620.2965,2512.8769
Mexico,1993,569.3836,96.30865728,17509.9063,24250.6806,1708.3815,714.5512,0.0,72125.8335,144.6851,60.8409,2781.305,73622.5169,2465.8608
Mexico,1994,585.5026,96.17502107,17510.5169,24200.1504,1708.273,714.5279,0.0,72114.7033,144.5688,60.7479,2781.1422,73624.8392,2509.2
Mexico,1995,600.9357,96.29001005,17507.4548,24214.3448,1723.2158,742.3365,0.0,72128.3517,126.4483,60.6471,2780.3439,73502.6326,2567.4075
Mexico,1996,616.4152,96.37753182,17501.7907,24221.4042,1737.3759,746.1342,0.0,72046.3531,124.2782,60.5619,2779.4139,73561.3229,2558.9369
Mexico,1997,631.7436,96.5743122,17499.2375,24256.805,1742.8632,754.5124,0.0,71989.9895,121.9686,60.5076,2776.9415,73567.7106,2551.835
Mexico,1998,648.6764,97.00330021,17522.3431,24350.4197,1747.3817,785.7079,0.0,71970.2691,119.1939,60.4999,2774.3296,73398.4384,2576.7866
Mexico,1999,665.7719,98.56608452,17710.628,24736.0871,1750.4276,793.6134,0.0,71534.6329,116.768,60.5851,2772.9113,73227.7157,2584.9956
Mexico,2000,684.3904,98.72833436,17724.8173,24759.2698,1752.9387,804.5957,0.0,71252.7602,113.7531,60.5231,2774.2908,73353.4973,2673.2012
Mexico,2001,721.5053,99.26992518,17795.6674,24861.7263,1749.8308,813.5087,0.0,71023.79,103.3133,60.1434,2780.3982,73367.9786,2676.1445
Mexico,2002,746.8201,99.45979308,17826.6152,24885.3533,1769.5169,815.8726,0.0,70993.1134,94.3228,59.7946,2773.5546,73279.8979,2709.2232
Mexico,2003,765.0782,101.3705167,17831.6825,25359.5087,1794.2408,818.3915,0.0,70944.5136,82.7669,59.6396,2766.8582,73257.234,2274.1213
Mexico,2004,778.4186,99.48044989,17846.2176,24859.0644,1813.6091,820.4764,0.0,70885.6769,75.466,59.6241,2765.4088,73240.0659,2809.9502
Mexico,2005,803.1464,99.70423013,17851.7792,24892.0137,1825.9246,820.5306,0.0,70825.5112,70.0097,59.5311,2762.9442,73257.0258,2785.6061
Mexico,2006,825.9501,99.86833279,17860.7606,24911.4989,1829.4433,820.9259,0.0,70767.0857,68.5758,59.5466,2763.0992,73269.4572,2777.6593
Mexico,2007,848.2539,100.0046877,17866.1453,24924.3525,1833.737,822.5302,0.0,70717.3782,68.1186,59.5156,2764.1068,73267.0788,2782.9138
Mexico,2008,867.8025,100.1016647,17899.51,24929.7962,1835.0701,824.2741,0.0,70730.5312,66.5375,59.4536,2766.1451,73138.2378,2836.7725
Mexico,2009,887.2696,100.2423776,17913.9889,24946.5885,1846.5872,824.5608,0.0,70756.4141,65.9097,59.2288,2765.6026,73056.3419,2831.6059
Mexico,2010,907.7307,100.1497557,17918.4157,24902.2339,1847.0523,825.7234,0.0,70773.7054,65.6772,59.2443,2766.3544,73009.1433,2878.6387
Mexico,2011,927.3781,100.0481726,17933.7476,24856.4254,1852.2683,824.9406,0.0,70872.1863,66.1344,59.4536,2766.6954,72861.21,2933.6184
Mexico,2012,957.3606,100.1917202,17945.0457,24863.4402,1853.4774,824.6306,0.0,70944.0421,66.1112,59.3916,2765.4088,72744.7448,2930.4285
Mexico,2013,1004.2469,100.7586261,17948.2174,24962.6502,1864.0722,824.3206,0.0,70956.7235,65.9949,59.2986,2764.6571,72693.6214,2810.2543
Mexico,2014,1041.3443,100.0958331,17948.1275,24754.7353,1863.6382,825.2584,0.0,70946.562,65.9872,59.3606,2764.4478,72694.2285,2990.3175
Mexico,2015,1065.113,100.0,17947.452,24706.2814,1863.4909,825.2196,0.0,70938.9361,65.8864,59.3141,2764.3238,72698.1532,3019.9305
Mexico,2016,1164.0124,100.2184548,17987.1914,24663.6891,1865.9788,825.9172,0.0,70753.3482,68.0023,59.4768,2765.1763,72824.5822,2976.789
Mexico,2017,1193.2741,99.42650235,17993.1166,24430.326,1864.2272,825.0646,0.0,70706.1785,68.3356,59.6473,2766.1141,72828.9833,3218.8646
Mexico,2018,1211.4915,99.25884626,18017.8882,24368.8835,1863.1499,825.1189,0.0,70719.7085,69.3896,61.4687,2768.2998,72733.6942,3314.9029
Mexico,2019,1264.272,99.31570773,18064.8625,24330.7666,1862.9871,823.5998,0.0,70649.5655,70.2577,63.5691,2775.2596,72626.3179,3422.6115
Mexico,2020,1263.743,99.43882468,18083.3926,24363.0186,1862.1036,821.4374,0.0,70666.2078,71.552,63.7628,2776.0502,72555.6075,3427.1483
Nepal,1992,10.5677,102.3388395,3202.5251,2995.8724,30.529,0.0,488.2153,557.9134,2.2941,10.3003,192.1022,7260.7326,48.7877
Nepal,1993,10.7072,101.9598464,3202.505,2984.5991,30.529,0.0,488.2153,557.9045,2.2941,10.3003,192.1022,7260.7504,59.9327
Nepal,1994,10.8002,101.5853397,3202.4945,2973.5041,30.529,0.0,488.2153,557.8971,2.2941,10.3003,192.1022,7260.7384,70.9646
Nepal,1995,10.9223,101.6470336,3186.1062,2975.1944,30.529,0.0,488.2153,538.3401,2.2941,10.3003,190.3506,7285.3534,82.2341
Nepal,1996,11.0153,101.340369,3184.0574,2966.0924,30.529,0.0,488.2153,533.9959,2.2941,10.3003,190.2731,7289.9211,93.1458
Nepal,1997,11.1025,101.2827722,3184.5593,2964.3132,30.529,0.0,488.2153,530.6338,2.3096,10.3003,190.2576,7283.4042,104.2151
Nepal,1998,11.3001,101.2530969,3185.9187,2963.2438,30.529,0.0,488.2153,530.7818,2.3096,10.3003,190.1724,7271.8014,115.2674
Nepal,1999,11.5326,104.5457909,3216.3415,3059.7418,30.529,0.0,488.2153,556.1172,2.3096,10.3003,190.0251,7104.2874,130.44
Nepal,2000,11.8872,104.452781,3217.8516,3056.6548,30.529,0.0,488.2153,558.1087,2.3096,10.3003,190.1491,7092.1684,141.6657
Nepal,2001,13.8287,104.5267728,3222.5406,3056.887,30.529,0.0,488.2153,563.1848,2.3096,10.3081,187.8162,7071.0516,153.1689
Nepal,2002,14.6948,104.4035266,3220.288,3052.4003,30.529,0.0,488.2153,560.2858,2.3096,10.3081,187.2815,7076.6591,156.8685
Nepal,2003,15.1889,104.1165017,3216.7577,3043.4742,30.529,0.0,488.2153,552.8973,2.3096,10.3081,187.204,7088.6215,164.3345
Nepal,2004,15.5319,103.8406875,3213.9733,3035.0285,30.529,0.0,488.2153,548.1672,2.3096,10.3081,187.0335,7097.1985,171.5451
Nepal,2005,16.1248,103.6226662,3212.2372,3028.0307,30.529,0.0,488.2153,539.3829,2.3096,10.3081,186.7699,7109.2973,176.6351
Nepal,2006,17.0955,103.5051844,3212.5062,3023.6087,30.529,0.0,488.2153,536.7969,2.3096,10.3236,186.8397,7111.0016,180.6138
Nepal,2007,17.7698,103.4407803,3211.2657,3021.0424,30.529,0.0,488.2153,528.6377,2.3096,10.3236,186.7157,7120.9594,182.0718
Nepal,2008,18.3918,103.2130263,3212.2264,3013.7296,30.529,0.0,488.2153,526.6609,2.3096,10.3236,186.4212,7120.9776,190.055
Nepal,2009,19.2579,102.8733737,3213.5358,3002.8854,30.529,0.0,488.2153,526.9365,2.3096,10.3236,186.5374,7118.6621,200.6473
Nepal,2010,19.8915,102.6807326,3214.5034,2996.5925,30.529,0.0,488.2153,527.9192,2.3096,10.3236,186.5374,7114.0816,208.9367
Nepal,2011,20.589,101.8907624,3214.9762,2972.6878,30.529,0.0,488.2153,527.484,2.3096,10.3313,186.4677,7114.5048,231.7451
Nepal,2012,21.4203,100.0272006,3215.1832,2917.1101,30.529,0.0,488.2153,528.0893,2.3096,10.3313,186.3437,7113.8309,286.4773
Nepal,2013,22.7398,99.86602519,3216.4841,2911.0557,30.529,0.0,488.2153,528.4765,2.3251,10.4011,186.8164,7110.8652,291.9318
Nepal,2014,25.4544,99.99557074,3217.9315,2912.1468,30.529,0.0,488.2153,529.4375,2.3251,10.4011,186.6227,7104.6939,292.0827
